Cognoms de la població. 2023
Catalunya
Font: Idescat, a partir del Cens de població i habitatges anual de l'INE.
Nota: ‰ calculat sobre el total de la població.
Nota: Només es mostren els cognoms de freqüència igual o superior a 4.
.. Dada confidencial, amb baixa fiabilitat o no disponible
Institut d'Estadística de Catalunya
http://www.idescat.cat/cognoms/
Pos.;Cognom;Com a primer cognom. Freqüència;Com a primer cognom. ‰;Com a segon cognom. Freqüència;Com a segon cognom. ‰
70986;TABITI;6;0,00;..;..
89030;TABJI;5;0,00;..;..
13452;TABLA;49;0,00;35;0,00
23413;TABLADA;18;0,00;19;0,00
14916;TABLADO;36;0,00;36;0,00
59859;TABLANTE;6;0,00;..;..
37857;TABLAS;8;0,00;10;0,00
20559;TABLERO;27;0,00;18;0,00
70986;TABLI;5;0,00;..;..
70986;TABO;4;0,00;..;..
1492;TABOADA;598;0,08;652;0,08
11372;TABOAS;60;0,00;46;0,00
44694;TABOBO;11;0,00;..;..
89030;TABOLIN;5;0,00;..;..
17920;TABORA;32;0,00;23;0,00
3957;TABORDA;227;0,03;189;0,02
12901;TABORGA;43;0,00;46;0,00
89030;TABOU;4;0,00;..;..
89030;TABOUAAZAT;5;0,00;..;..
31309;TABOUAZAT;17;0,00;7;0,00
52458;TABOUAZZAT;11;0,00;..;..
64882;TABRAIZ;8;0,00;..;..
89030;TABREA;5;0,00;..;..
64882;TABSSUM;..;..;6;0,00
35255;TABTAB;15;0,00;5;0,00
35255;TABTI;17;0,00;..;..
70986;TABTOUB;6;0,00;..;..
89030;TABU;..;..;4;0,00
64882;TABUCOL;4;0,00;4;0,00
6257;TABUENCA;121;0,02;114;0,01
10852;TABUEÑA;59;0,00;54;0,00
52458;TABUGAN;..;..;8;0,00
78738;TABUKASHVILI;6;0,00;..;..
31309;TABULA;16;0,00;8;0,00
103641;TABUNCIC;4;0,00;..;..
59859;TABUNIDZE;8;0,00;..;..
78738;TABUNO;4;0,00;..;..
89030;TABUNSCIC;5;0,00;..;..
78738;TABURA;4;0,00;..;..
52458;TABUSO;6;0,00;5;0,00
64882;TABUSSAM;..;..;5;0,00
29721;TABUYO;10;0,00;16;0,00
64882;TABYAOUI;5;0,00;..;..
89030;TACA;..;..;4;0,00
52458;TACANGA;8;0,00;..;..
89030;TACANIA;5;0,00;..;..
44694;TACARAYA;7;0,00;7;0,00
70986;TACAS;..;..;5;0,00
70986;TACATA;..;..;5;0,00
36467;TACAZON;12;0,00;7;0,00
44694;TACBAS;11;0,00;..;..
39378;TACCA;8;0,00;9;0,00
42740;TACCONE;11;0,00;4;0,00
78738;TACCONI;6;0,00;..;..
64882;TACEO;..;..;6;0,00
37857;TACHALAIT;8;0,00;10;0,00
103641;TACHALAYT;4;0,00;..;..
44694;TACHALLAIT;8;0,00;6;0,00
59859;TACHAOUTE;9;0,00;..;..
70986;TACHARKIT;6;0,00;..;..
11446;TACHE;56;0,00;49;0,00
89030;TACHELLAIT;5;0,00;..;..
64882;TACHER;..;..;6;0,00
29721;TACHFIN;15;0,00;11;0,00
36467;TACHFINE;16;0,00;..;..
103641;TACHFINT;4;0,00;..;..
44694;TACHI;12;0,00;..;..
78738;TACHIHI;..;..;5;0,00
55921;TACHO;7;0,00;..;..
15210;TACHRIFET;50;0,00;20;0,00
21155;TACHRIFT;31;0,00;12;0,00
37857;TACIAS;6;0,00;12;0,00
28965;TACIES;14;0,00;13;0,00
89030;TACIS;5;0,00;..;..
78738;TACK;6;0,00;..;..
12234;TACO;43;0,00;53;0,00
19364;TACON;27;0,00;22;0,00
59859;TACONS;9;0,00;..;..
40935;TACORONTE;10;0,00;6;0,00
49517;TACSIAT;5;0,00;7;0,00
49517;TACTAY;4;0,00;8;0,00
59859;TACU;4;0,00;5;0,00
103641;TACUMA;4;0,00;..;..
10462;TACURI;58;0,00;61;0,00
59859;TACURY;6;0,00;..;..
78738;TACUYCUY;..;..;4;0,00
42740;TADAY;7;0,00;8;0,00
44694;TADDEI;10;0,00;4;0,00
89030;TADDEY;5;0,00;..;..
78738;TADDIA;6;0,00;..;..
4213;TADEO;194;0,02;190;0,02
70986;TADEVOSIAN;7;0,00;..;..
25303;TADEVOSYAN;25;0,00;8;0,00
64882;TADGHOUTI;7;0,00;..;..
78738;TADIC;4;0,00;..;..
49517;TADILI;9;0,00;..;..
37857;TADIN;8;0,00;10;0,00
89030;TADJER;4;0,00;..;..
103641;TADLA;4;0,00;..;..
18866;TADLAOUI;32;0,00;19;0,00
64882;TADLI;5;0,00;..;..
64882;TADROS;8;0,00;..;..
70986;TAEK;..;..;4;0,00
44694;TAER;9;0,00;5;0,00
59859;TAFA;8;0,00;..;..
70986;TAFACHE;5;0,00;..;..
70986;TAFADAR;5;0,00;..;..
25303;TAFALL;12;0,00;21;0,00
3356;TAFALLA;237;0,03;263;0,03
34146;TAFANELL;10;0,00;11;0,00
103641;TAFANER;..;..;4;0,00
70986;TAFANI;7;0,00;..;..
70986;TAFAOUI;..;..;4;0,00
89030;TAFAT;4;0,00;..;..
89030;TAFEL;5;0,00;..;..
70986;TAFFAHI;4;0,00;..;..
18614;TAFRISTAN;43;0,00;9;0,00
36467;TAFUNELL;11;0,00;8;0,00
6092;TAFUR;117;0,01;125;0,02
44694;TAFURI;10;0,00;4;0,00
89030;TAFURO;5;0,00;..;..
35255;TAFZATI;19;0,00;..;..
26969;TAFZI;25;0,00;5;0,00
42740;TAG;10;0,00;5;0,00
89030;TAGALICUD;..;..;4;0,00
59859;TAGANI;9;0,00;..;..
39378;TAGANTI;16;0,00;..;..
33101;TAGARRO;12;0,00;10;0,00
89030;TAGER;5;0,00;..;..
89030;TAGES;5;0,00;..;..
89030;TAGGART;5;0,00;..;..
44694;TAGHARBIT;10;0,00;4;0,00
5066;TAGHI;225;0,03;82;0,01
89030;TAGHLAOUI;4;0,00;..;..
37857;TAGHZAOUI;8;0,00;10;0,00
31309;TAGHZOUTI;10;0,00;14;0,00
22207;TAGLE;20;0,00;20;0,00
40935;TAGLIABUE;11;0,00;5;0,00
49517;TAGLIAFERRI;11;0,00;..;..
34146;TAGLIAFERRO;16;0,00;5;0,00
70986;TAGLIAFICO;..;..;5;0,00
89030;TAGLIALATELA;5;0,00;..;..
103641;TAGLIALATELA SCAFATI;4;0,00;..;..
49517;TAGLIANI;11;0,00;..;..
46970;TAGLIAVINI;10;0,00;..;..
78738;TAGMANTI;5;0,00;..;..
78738;TAGNAIT;6;0,00;..;..
103641;TAGORY;..;..;4;0,00
64882;TAGRATI;8;0,00;..;..
22207;TAGUA;18;0,00;22;0,00
78738;TAGUADA;..;..;4;0,00
59859;TAGUDIN;5;0,00;4;0,00
33101;TAGUEÑA;6;0,00;16;0,00
103641;TAGUFA;4;0,00;..;..
64882;TAGUPA;..;..;6;0,00
15532;TAHA;47;0,00;21;0,00
42740;TAHAIT;14;0,00;..;..
55921;TAHAJIT;7;0,00;..;..
52458;TAHAMMANT;6;0,00;5;0,00
42740;TAHAN;10;0,00;5;0,00
15056;TAHAR;33;0,00;38;0,00
89030;TAHARA;5;0,00;..;..
78738;TAHARASTE;..;..;4;0,00
59859;TAHBOUT;..;..;6;0,00
12793;TAHER;48;0,00;42;0,00
103641;TAHER MEGAHED;4;0,00;..;..
33101;TAHERE;19;0,00;..;..
7954;TAHERI;138;0,02;33;0,00
78738;TAHILYANI;4;0,00;..;..
6404;TAHIR;189;0,02;39;0,00
15056;TAHIRA;34;0,00;37;0,00
1910;TAHIRI;681;0,09;277;0,04
103641;TAHIRI EL OIAZZANI;4;0,00;..;..
103641;TAHIRI HASSANI;4;0,00;..;..
55921;TAHIRU;6;0,00;4;0,00
46970;TAHMANT;8;0,00;5;0,00
42740;TAHNOUTI;11;0,00;4;0,00
40935;TAHOCES;7;0,00;9;0,00
78738;TAHOUACH;5;0,00;..;..
89030;TAHOUCH;5;0,00;..;..
78738;TAHOUNI;4;0,00;..;..
89030;TAHOUS;5;0,00;..;..
19107;TAHRAOUI;46;0,00;4;0,00
52458;TAHRAT;8;0,00;..;..
5886;TAHRI;187;0,02;67;0,00
39378;TAHRICHI;14;0,00;..;..
10852;TAHRIOUI;71;0,00;42;0,00
44694;TAHRIYNE;8;0,00;6;0,00
64882;TAHROUCHT;4;0,00;4;0,00
78738;TAHRY;6;0,00;..;..
64882;TAHSEEN;4;0,00;4;0,00
103641;TAHT;4;0,00;..;..
23868;TAHTAH;28;0,00;8;0,00
40935;TAHTAHI;11;0,00;5;0,00
89030;TAHUA;..;..;4;0,00
13111;TAHULL;48;0,00;39;0,00
103641;TAHZIB;4;0,00;..;..
46970;TAI;8;0,00;5;0,00
21501;TAIB;27;0,00;15;0,00
5213;TAIBI;223;0,03;74;0,00
70986;TAIBI ESSEMLALI;..;..;5;0,00
103641;TAIBI ESSMLALI;4;0,00;..;..
19958;TAIBO;31;0,00;16;0,00
55921;TAIBOUCH;6;0,00;4;0,00
29721;TAIDI;17;0,00;9;0,00
44694;TAIDI LAAMIRI;7;0,00;7;0,00
42740;TAIDOUCH;13;0,00;..;..
46970;TAIEB;6;0,00;7;0,00
20559;TAIEBI;38;0,00;7;0,00
42740;TAIFI;12;0,00;..;..
89030;TAIFOUR;4;0,00;..;..
33101;TAIK;14;0,00;8;0,00
78738;TAIK BOUGRINE;..;..;5;0,00
64882;TAILLANDIER;..;..;6;0,00
89030;TAILLARD;4;0,00;..;..
34146;TAILLEFER;13;0,00;8;0,00
78738;TAIMAL;..;..;4;0,00
103641;TAIMAN;4;0,00;..;..
89030;TAIMBUD;..;..;4;0,00
70986;TAIMI;..;..;4;0,00
55921;TAIMIL;..;..;9;0,00
89030;TAIMOOR;5;0,00;..;..
33101;TAIN;11;0,00;11;0,00
103641;TAINERA;..;..;4;0,00
70986;TAINTA;..;..;7;0,00
89030;TAIOUR;4;0,00;..;..
10651;TAIPE;66;0,00;50;0,00
44694;TAIR;12;0,00;..;..
42740;TAIRA;6;0,00;9;0,00
49517;TAIRI;9;0,00;..;..
44694;TAIS;6;0,00;8;0,00
55921;TAISIT;5;0,00;5;0,00
37857;TAIT;12;0,00;6;0,00
46970;TAITI;7;0,00;6;0,00
25852;TAIUBI;24;0,00;8;0,00
89030;TAIWINNA;5;0,00;..;..
103641;TAIWO;4;0,00;..;..
29721;TAIXA;12;0,00;14;0,00
40935;TAIXE;9;0,00;7;0,00
24817;TAIXES;23;0,00;11;0,00
55921;TAIZI;10;0,00;..;..
19657;TAJ;36;0,00;12;0,00
33101;TAJA;8;0,00;14;0,00
23413;TAJADA;15;0,00;22;0,00
26969;TAJADURA;13;0,00;17;0,00
59859;TAJAFUERCE;..;..;6;0,00
19364;TAJAHUERCE;28;0,00;21;0,00
70986;TAJAMAL;7;0,00;..;..
89030;TAJAMMAL;5;0,00;..;..
49517;TAJAN;9;0,00;..;..
59859;TAJER;8;0,00;..;..
15369;TAJES;34;0,00;35;0,00
89030;TAJI;5;0,00;..;..
78738;TAJIOU;4;0,00;..;..
52458;TAJIOUI;8;0,00;..;..
103641;TAJIRI;4;0,00;..;..
40935;TAJJA;13;0,00;..;..
10462;TAJJIOU;76;0,00;43;0,00
89030;TAJMANTI;5;0,00;..;..
70986;TAJNI;5;0,00;..;..
52458;TAJNY;11;0,00;..;..
55921;TAJOUI;8;0,00;..;..
22207;TAJRIOUI;38;0,00;..;..
14516;TAJUELO;44;0,00;31;0,00
26969;TAKACS;23;0,00;7;0,00
52458;TAKADA;8;0,00;..;..
46970;TAKAGI;9;0,00;4;0,00
20238;TAKAHASHI;27;0,00;19;0,00
35255;TAKAL;12;0,00;8;0,00
89030;TAKANA;..;..;4;0,00
78738;TAKASE;..;..;4;0,00
103641;TAKASHIBA;4;0,00;..;..
70986;TAKATE;4;0,00;..;..
89030;TAKCHACHT;5;0,00;..;..
78738;TAKE;5;0,00;..;..
49517;TAKEDA;11;0,00;..;..
64882;TAKEUCHI;6;0,00;..;..
21501;TAKFA;29;0,00;13;0,00
64882;TAKFAOUI;8;0,00;..;..
55921;TAKHABBAT;9;0,00;..;..
70986;TAKHAR;..;..;5;0,00
103641;TAKHER;..;..;4;0,00
20834;TAKHLOUFT;35;0,00;9;0,00
59859;TAKHRIFA;7;0,00;..;..
37857;TAKHTOUFTE;10;0,00;8;0,00
64882;TAKHTOUKH;8;0,00;..;..
12586;TAKI;75;0,00;17;0,00
103641;TAKI YAMANI;4;0,00;..;..
9155;TAKKAL;84;0,01;58;0,00
103641;TAKKI;4;0,00;..;..
35255;TAKLIAT;16;0,00;4;0,00
55921;TAKNI;8;0,00;..;..
103641;TAKOUCHT;4;0,00;..;..
34146;TAKTAK;15;0,00;6;0,00
89030;TAKTAKISHVILI;4;0,00;..;..
15873;TAKYI;60;0,00;6;0,00
42740;TAKYIWAA;8;0,00;7;0,00
26335;TAL;19;0,00;12;0,00
52458;TALA;5;0,00;6;0,00
55921;TALAB;4;0,00;6;0,00
52458;TALABA;10;0,00;..;..
28254;TALABAN;23;0,00;5;0,00
64882;TALABANTE;5;0,00;..;..
42740;TALABAR;8;0,00;7;0,00
103641;TALABARDON;4;0,00;..;..
64882;TALABERA;..;..;6;0,00
64882;TALAGA;5;0,00;..;..
42740;TALAI;14;0,00;..;..
103641;TALAKH;4;0,00;..;..
59859;TALAKHADZE;9;0,00;..;..
39378;TALAL;11;0,00;6;0,00
103641;TALALAEV;4;0,00;..;..
78738;TALAMAKROUNI;5;0,00;..;..
89030;TALAMALI;..;..;4;0,00
89030;TALAMANTE;..;..;4;0,00
28965;TALAMANTES;14;0,00;13;0,00
14266;TALAMAS;42;0,00;35;0,00
78738;TALAMAZZI;6;0,00;..;..
17129;TALAMINO;34;0,00;25;0,00
70986;TALAMO;6;0,00;..;..
23413;TALAMONTE;22;0,00;15;0,00
64882;TALAMONTI;5;0,00;..;..
19657;TALAN;21;0,00;27;0,00
55921;TALANCON;4;0,00;6;0,00
103641;TALAOUKIL;4;0,00;..;..
89030;TALAOURAR;..;..;4;0,00
29721;TALARAC;21;0,00;5;0,00
49517;TALARICO;7;0,00;5;0,00
3673;TALARN;222;0,03;229;0,03
64882;TALAS;5;0,00;..;..
37857;TALAT;16;0,00;..;..
70986;TALATA;6;0,00;..;..
15532;TALAVAN;32;0,00;36;0,00
78738;TALAVANTE;..;..;6;0,00
948;TALAVERA;1.053;0,13;969;0,12
34146;TALAVERANO;10;0,00;11;0,00
14132;TALAVERO;48;0,00;30;0,00
11853;TALAVERON;51;0,00;49;0,00
15532;TALAYA;31;0,00;37;0,00
19107;TALAYERO;16;0,00;34;0,00
3194;TALBI;374;0,05;156;0,02
78738;TALBI ALAMI;6;0,00;..;..
70986;TALBI EL ALAMI;7;0,00;..;..
59859;TALBIOUI;..;..;6;0,00
37857;TALBO;10;0,00;8;0,00
52458;TALBOT;7;0,00;4;0,00
103641;TALBOTWRIGHT;4;0,00;..;..
78738;TALBY;4;0,00;..;..
8518;TALEB;96;0,01;60;0,00
24320;TALEBI;29;0,00;6;0,00
22565;TALEGON;17;0,00;22;0,00
78738;TALEMSANI;5;0,00;..;..
29721;TALEN;20;0,00;6;0,00
28965;TALENO;14;0,00;13;0,00
7497;TALENS;110;0,01;75;0,00
103641;TALENT;4;0,00;..;..
64882;TALEOUAN;4;0,00;4;0,00
14393;TALERO;40;0,00;36;0,00
70986;TALET;..;..;7;0,00
59859;TALEUAN;9;0,00;..;..
7232;TALHA;130;0,02;65;0,00
6280;TALHAOUI;182;0,02;52;0,00
12700;TALHI;63;0,00;28;0,00
78738;TALHIK;6;0,00;..;..
36467;TALI;12;0,00;7;0,00
70986;TALIA;6;0,00;..;..
70986;TALIANU;6;0,00;..;..
10462;TALIB;80;0,01;39;0,00
46970;TALIBE;10;0,00;..;..
4678;TALIBI;207;0,03;132;0,02
14021;TALIDI;53;0,00;26;0,00
26335;TALIGUI;26;0,00;5;0,00
64882;TALILI;6;0,00;..;..
27578;TALIOUAN;21;0,00;8;0,00
89030;TALIPOVA;5;0,00;..;..
70986;TALISA;4;0,00;..;..
103641;TALISSE;4;0,00;..;..
103641;TALIT;4;0,00;..;..
103641;TALKAM;4;0,00;..;..
9963;TALL;105;0,01;22;0,00
18122;TALLA;37;0,00;17;0,00
4653;TALLADA;175;0,02;166;0,02
26335;TALLAFERRO;15;0,00;16;0,00
22978;TALLAFET;20;0,00;18;0,00
89030;TALLAK;5;0,00;..;..
26969;TALLAL;14;0,00;16;0,00
78738;TALLAN;..;..;5;0,00
13328;TALLANT;42;0,00;43;0,00
22565;TALLANTE;12;0,00;27;0,00
18866;TALLARDA;27;0,00;24;0,00
59859;TALLARICO;7;0,00;..;..
59859;TALLAT;6;0,00;..;..
32147;TALLAVI;6;0,00;17;0,00
52458;TALLE;6;0,00;5;0,00
7926;TALLEDA;68;0,00;104;0,01
15210;TALLEDO;40;0,00;30;0,00
78738;TALLENAYE;..;..;5;0,00
36467;TALLERO;11;0,00;8;0,00
52458;TALLES;..;..;9;0,00
42740;TALLET;11;0,00;4;0,00
52458;TALLIH;6;0,00;5;0,00
103641;TALLINGSMITH;4;0,00;..;..
55921;TALLIS;9;0,00;..;..
42740;TALLISS;7;0,00;8;0,00
7889;TALLO;96;0,01;77;0,00
3541;TALLON;252;0,03;220;0,03
89030;TALLONE;5;0,00;..;..
37857;TALLOS;7;0,00;11;0,00
64882;TALLOUCH;5;0,00;..;..
78738;TALMACI;5;0,00;..;..
59859;TALMACIU;9;0,00;..;..
64882;TALMANI;..;..;5;0,00
103641;TALMAZANU;4;0,00;..;..
78738;TALMI;..;..;4;0,00
12700;TALO;47;0,00;44;0,00
103641;TALOI;4;0,00;..;..
5111;TALON;172;0,02;132;0,02
89030;TALONE;4;0,00;..;..
35255;TALOS;20;0,00;..;..
29721;TALPA;22;0,00;4;0,00
49517;TALPAS;12;0,00;..;..
52458;TALPAU;9;0,00;..;..
64882;TALPES;7;0,00;..;..
103641;TALPONE;4;0,00;..;..
55921;TALPOS;9;0,00;..;..
14393;TALSI;56;0,00;20;0,00
64882;TALSSI;7;0,00;..;..
89030;TALTABUL;..;..;5;0,00
70986;TALTABULL;..;..;5;0,00
9458;TALTAVULL;71;0,00;65;0,00
40935;TALUKDAR;16;0,00;..;..
37857;TALUKDER;16;0,00;..;..
64882;TALVO;..;..;5;0,00
49517;TALVY;6;0,00;6;0,00
31309;TAM;18;0,00;6;0,00
25852;TAMA;15;0,00;17;0,00
103641;TAMADA;4;0,00;..;..
78738;TAMAG;6;0,00;..;..
59859;TAMAGNINI;8;0,00;..;..
78738;TAMAGNO;5;0,00;..;..
103641;TAMAI;4;0,00;..;..
52458;TAMAIRON;5;0,00;6;0,00
7859;TAMAJON;81;0,01;93;0,01
59859;TAMALKOUTAN;4;0,00;5;0,00
103641;TAMALOUST;4;0,00;..;..
55921;TAMAMA;8;0,00;..;..
26969;TAMAME;17;0,00;13;0,00
11853;TAMAMES;57;0,00;43;0,00
89030;TAMAMI;5;0,00;..;..
32147;TAMANATE;18;0,00;5;0,00
20238;TAMANG;41;0,00;5;0,00
52458;TAMANI;4;0,00;7;0,00
64882;TAMANNA;5;0,00;..;..
21837;TAMAÑO;26;0,00;15;0,00
40935;TAMAR;13;0,00;..;..
12131;TAMARA;46;0,00;51;0,00
10280;TAMARAL;53;0,00;69;0,00
34146;TAMARES;13;0,00;8;0,00
28254;TAMAREU;16;0,00;12;0,00
42740;TAMAREZ;7;0,00;8;0,00
5460;TAMARGO;160;0,02;122;0,02
3722;TAMARIT;238;0,03;207;0,03
40935;TAMARIZ;4;0,00;12;0,00
103641;TAMARO;..;..;4;0,00
12131;TAMAS;84;0,01;13;0,00
55921;TAMASAN;10;0,00;..;..
39378;TAMASHIRO;14;0,00;..;..
49517;TAMASI;10;0,00;..;..
28965;TAMAY;7;0,00;20;0,00
103641;TAMAYAO;..;..;4;0,00
622;TAMAYO;1.575;0,20;1.488;0,19
89030;TAMAZASHVILI;5;0,00;..;..
103641;TAMAZIRT;4;0,00;..;..
70986;TAMAZOUZT;7;0,00;..;..
78738;TAMAZYAN;4;0,00;..;..
13209;TAMBA;63;0,00;23;0,00
64882;TAMBACO;7;0,00;..;..
8675;TAMBADOU;97;0,01;55;0,00
103641;TAMBARA;4;0,00;..;..
89030;TAMBASCO;5;0,00;..;..
15693;TAMBEDOU;50;0,00;17;0,00
59859;TAMBEDU;..;..;7;0,00
103641;TAMBI;4;0,00;..;..
70986;TAMBINI;..;..;7;0,00
15210;TAMBO;37;0,00;33;0,00
12323;TAMBOLEO;45;0,00;50;0,00
9155;TAMBORERO;70;0,00;72;0,00
70986;TAMBORRA;7;0,00;..;..
24817;TAMBOURA;25;0,00;9;0,00
70986;TAMBRAC;6;0,00;..;..
89030;TAMBRACC;5;0,00;..;..
103641;TAMBUR;4;0,00;..;..
11283;TAMBURINI;55;0,00;52;0,00
78738;TAMBURRINI;4;0,00;..;..
59859;TAMBURRINO;6;0,00;..;..
89030;TAMBUSSI;5;0,00;..;..
78738;TAMEGA;5;0,00;..;..
52458;TAMER;8;0,00;..;..
44694;TAMERON;4;0,00;10;0,00
19958;TAMES;22;0,00;25;0,00
89030;TAMESNA;4;0,00;..;..
64882;TAMESSATE;5;0,00;..;..
89030;TAMET;4;0,00;..;..
37857;TAMEZ;8;0,00;10;0,00
55921;TAMEZIATI;10;0,00;..;..
32147;TAMGHART;18;0,00;5;0,00
31309;TAMI;15;0,00;9;0,00
103641;TAMIET;4;0,00;..;..
36467;TAMIM;18;0,00;..;..
16546;TAMIMI;53;0,00;9;0,00
39378;TAMIMY;12;0,00;5;0,00
37857;TAMIOU;9;0,00;9;0,00
103641;TAMLAKOTANI;..;..;4;0,00
40935;TAMLAKOUTAN;12;0,00;4;0,00
89030;TAMLIHAT;..;..;4;0,00
70986;TAMM;..;..;4;0,00
49517;TAMMARO;10;0,00;..;..
64882;TAMMINA;8;0,00;..;..
70986;TAMNAAIT;7;0,00;..;..
49517;TAMO;7;0,00;5;0,00
31309;TAMOU;23;0,00;..;..
39378;TAMOUD;16;0,00;..;..
30501;TAMOUH;16;0,00;9;0,00
78738;TAMOURA;..;..;4;0,00
89030;TAMPIERI;4;0,00;..;..
70986;TAMRANI;5;0,00;..;..
49517;TAMRAZYAN;11;0,00;..;..
103641;TAMRE;4;0,00;..;..
42740;TAMRI;9;0,00;6;0,00
70986;TAMSAMANI;..;..;5;0,00
78738;TAMSSAMANI;4;0,00;..;..
35255;TAMSSARFT;19;0,00;..;..
59859;TAMSSRFT;8;0,00;..;..
21837;TAMUDO;16;0,00;25;0,00
9768;TAMUREJO;60;0,00;70;0,00
5954;TAN;178;0,02;72;0,00
59859;TANA;9;0,00;..;..
103641;TANABE;4;0,00;..;..
16352;TANAKA;43;0,00;20;0,00
35255;TANANE;19;0,00;..;..
64882;TANANI;..;..;5;0,00
103641;TANANTA;..;..;4;0,00
64882;TANAOUI;6;0,00;..;..
103641;TANAPO;4;0,00;..;..
59859;TANARI;5;0,00;4;0,00
46970;TANARRO;8;0,00;5;0,00
33101;TANAS;17;0,00;5;0,00
31309;TANASA;23;0,00;..;..
7564;TANASE;164;0,02;19;0,00
52458;TANASESCU;8;0,00;..;..
40935;TANASIE;13;0,00;..;..
89030;TANASIICHUK;5;0,00;..;..
103641;TANASOIU;4;0,00;..;..
89030;TANASUCA;5;0,00;..;..
49517;TANCARA;5;0,00;7;0,00
49517;TANCAU;10;0,00;..;..
70986;TANCHIVA;..;..;4;0,00
103641;TANCHYNETS;4;0,00;..;..
8324;TANCO;74;0,00;87;0,01
37857;TANCREDI;13;0,00;5;0,00
64882;TANCU;6;0,00;..;..
64882;TANDA;..;..;5;0,00
42740;TANDACHE;15;0,00;..;..
44694;TANDALLA;11;0,00;..;..
70986;TANDAYPAN;..;..;6;0,00
16757;TANDAZO;26;0,00;35;0,00
28965;TANDEA;25;0,00;..;..
89030;TANDIA;4;0,00;..;..
13773;TANDIAN;53;0,00;28;0,00
59859;TANDIANG;5;0,00;4;0,00
89030;TANDINGAN;4;0,00;..;..
103641;TANDJAM;4;0,00;..;..
24817;TANDJIGORA;18;0,00;16;0,00
64882;TANDOH;8;0,00;..;..
103641;TANDON;4;0,00;..;..
55921;TANDUKAR;6;0,00;4;0,00
17920;TANE;31;0,00;24;0,00
89030;TANEF;5;0,00;..;..
70986;TANEJA;7;0,00;..;..
34146;TANEV;14;0,00;7;0,00
35255;TANEVA;10;0,00;10;0,00
5651;TANG;237;0,03;31;0,00
103641;TANGADI;4;0,00;..;..
24817;TANGANELLI;23;0,00;11;0,00
14916;TANGARA;62;0,00;10;0,00
8878;TANGARIFE;85;0,01;63;0,00
64882;TANGEGORA;..;..;7;0,00
89030;TANGHE;5;0,00;..;..
40935;TANGI;8;0,00;8;0,00
31309;TANGIGORA;20;0,00;4;0,00
22978;TANGIKORA;25;0,00;13;0,00
78738;TANGO;..;..;4;0,00
89030;TANGOA;4;0,00;..;..
44694;TANGONAN;7;0,00;7;0,00
103641;TANGOUDIA;4;0,00;..;..
78738;TANGRI;5;0,00;..;..
103641;TANGSUWAN;4;0,00;..;..
64882;TANGUILA;..;..;5;0,00
42740;TANI;12;0,00;..;..
64882;TANIA;8;0,00;..;..
89030;TANIC;4;0,00;..;..
52458;TANIGUCHI;9;0,00;..;..
89030;TANIOS;4;0,00;..;..
25852;TANJA;16;0,00;16;0,00
37857;TANJANG;11;0,00;7;0,00
19107;TANJAOUI;40;0,00;10;0,00
37857;TANJI;10;0,00;8;0,00
89030;TANKHAF;5;0,00;..;..
78738;TANKO;5;0,00;..;..
103641;TANKOANO;4;0,00;..;..
78738;TANKOUBDAOUI;..;..;5;0,00
78738;TANKOVA;..;..;5;0,00
103641;TANNA;4;0,00;..;..
35255;TANNAZ;18;0,00;..;..
89030;TANNENBAUM;5;0,00;..;..
30501;TANNER;19;0,00;6;0,00
49517;TANNOR;12;0,00;..;..
70986;TANNOUB;6;0,00;..;..
35255;TANNOUS;17;0,00;..;..
37857;TANO;18;0,00;..;..
78738;TANOLI;..;..;4;0,00
49517;TANOR;11;0,00;..;..
70986;TANOU;..;..;6;0,00
32147;TANOUGHAT;18;0,00;5;0,00
23413;TANOUTI;22;0,00;15;0,00
89030;TANSWELL;..;..;4;0,00
30501;TANTA;17;0,00;8;0,00
27578;TANTALEAN;8;0,00;21;0,00
49517;TANTANI;10;0,00;..;..
59859;TANTAQUISPE;..;..;6;0,00
103641;TANTARICO;4;0,00;..;..
64882;TANTAS;8;0,00;..;..
55921;TANTAVILCA;..;..;7;0,00
78738;TANTAY;6;0,00;..;..
59859;TANTE;..;..;7;0,00
21501;TANTINYA;29;0,00;13;0,00
5798;TANTIÑA;124;0,02;135;0,02
35255;TANTOUN;7;0,00;13;0,00
32147;TANTULL;9;0,00;14;0,00
89030;TANUL;5;0,00;..;..
78738;TANUS;5;0,00;..;..
78738;TANUSHI;6;0,00;..;..
9602;TANVEER;120;0,02;13;0,00
59859;TANVIR;7;0,00;..;..
59859;TANWAR;8;0,00;..;..
103641;TANWEER;4;0,00;..;..
12131;TANYA;46;0,00;51;0,00
37857;TANZ;14;0,00;4;0,00
89030;TANZER;5;0,00;..;..
89030;TANZI;4;0,00;..;..
4263;TAÑA;195;0,02;183;0,02
55921;TAÑO;4;0,00;6;0,00
16024;TAO;61;0,00;4;0,00
49517;TAOUAF;12;0,00;..;..
89030;TAOUBI;..;..;4;0,00
103641;TAOUCHIKHT;4;0,00;..;..
64882;TAOUD;8;0,00;..;..
64882;TAOUDA;8;0,00;..;..
52458;TAOUDI;8;0,00;..;..
16024;TAOUFIK;51;0,00;14;0,00
103641;TAOUFIKI;4;0,00;..;..
33101;TAOUFIQ;14;0,00;8;0,00
32147;TAOUFYQ;17;0,00;6;0,00
89030;TAOUHACHTE;..;..;4;0,00
55921;TAOUI;8;0,00;..;..
